Dataset Index,Dataset,Dataset Version,Model,Feature Engineering Description,Hyperparameter Description,Avg f1_macro,Std dev between folds,Train-Test Gap,# Columns,Model Complexity,Fit Time
21,thyroid-allhypo,1,kNN,Arithmetic-based Features,,0.27855185362498447,0.036468613063098815,0.13289301990210511,26,0,0.17303786277770997
22,steel-plates-fault,3,kNN,Original Features,,0.24701188676889324,0.045911199486465736,0.235799333742718,27,0,0.01542491912841797
22,steel-plates-fault,3,kNN,Arithmetic-based Features,,0.24683475597466384,0.04528210031923135,0.24620948287337316,27,0,20.151088428497314
23,jungle_chess_2pcs_endgame_panther_elephant,1,kNN,Original Features,,0.521052997328898,0.057074982439419365,0.31034368474818375,58,0,0.02312760353088379
23,jungle_chess_2pcs_endgame_panther_elephant,1,kNN,Arithmetic-based Features,,0.40314765909413247,0.15655209315911658,0.42382358845315987,58,0,14.127262258529663
24,PieChart3,1,kNN,Original Features,,0.5132152830919237,0.038075465797114565,0.10731760717547845,37,0,0.024994611740112305
24,PieChart3,1,kNN,Arithmetic-based Features,,0.5025012248982671,0.030938070240104323,0.11308956179987484,37,0,49.14394474029541
25,volcanoes-e3,1,kNN,Original Features,,0.19082703167121723,0.00037060843548248614,0.011547174005134997,3,0,0.0062488079071044925
25,volcanoes-e3,1,kNN,Arithmetic-based Features,,0.1907412091495102,0.00047368873478711873,0.006137533082140767,3,0,0.028850603103637695
26,wilt,2,kNN,Original Features,,0.8801885437336134,0.02811984719793844,0.03865068308302122,5,0,0.02160983085632324
26,wilt,2,kNN,Arithmetic-based Features,,0.8784279345685579,0.03337573830273591,0.04852760545388257,5,0,0.11919751167297363
27,fri_c3_1000_10,2,kNN,Original Features,,0.7839122505755267,0.006837574924461471,0.0831831117944799,10,0,0.012764739990234374
27,fri_c3_1000_10,2,kNN,Arithmetic-based Features,,0.6265405466006468,0.03071293615940874,0.14595994931469625,10,0,0.19566893577575684
28,jungle_chess_2pcs_endgame_rat_rat,1,kNN,Original Features,,0.6533499245257728,0.09486641654516398,0.26797480880086566,57,0,0.038756942749023436
28,jungle_chess_2pcs_endgame_rat_rat,1,kNN,Arithmetic-based Features,,0.7667584284659279,0.040234914280491696,0.15686206823115234,57,0,11.23015742301941
29,wine-quality-red,1,kNN,Original Features,,0.19912330311024437,0.010593873694294983,0.1980356336183415,11,0,0.015621662139892578
29,wine-quality-red,1,kNN,Arithmetic-based Features,,0.2309645083340776,0.01599602945283318,0.18214956271310895,11,0,0.908184814453125
30,fri_c1_500_50,2,kNN,Original Features,,0.5698407708573257,0.03126944407974157,0.17804618010358053,50,0,0.01575779914855957
30,fri_c1_500_50,2,kNN,Arithmetic-based Features,,0.5135902257808198,0.06787713861201954,0.20651533256602939,50,0,57.70389933586121
31,fri_c4_500_10,2,kNN,Original Features,,0.7733087364691233,0.025284687558894132,0.09041078520320833,10,0,0.01955108642578125
31,fri_c4_500_10,2,kNN,Arithmetic-based Features,,0.6782799192514277,0.056348826911332875,0.11752262387491286,10,0,0.09713988304138184
32,sick,1,kNN,Original Features,,0.5791952073297449,0.022756042625715095,0.07526813067344207,76,0,0.02233777046203613
32,sick,1,kNN,Arithmetic-based Features,,0.5749748102110402,0.028027788568116486,0.06453806362172576,76,0,0.6077744960784912
33,boston,2,kNN,Original Features,,0.6665813212516978,0.13224091906125837,0.20552314880057,13,0,0.025536441802978517
33,boston,2,kNN,Arithmetic-based Features,,0.6862417998209478,0.11121511155402887,0.17789980988914478,13,0,0.1200796127319336
34,fri_c3_500_10,2,kNN,Original Features,,0.7272354500909491,0.042219633083104405,0.10640452730271144,10,0,0.009774875640869141
34,fri_c3_500_10,2,kNN,Arithmetic-based Features,,0.6108039537580335,0.014866466737888513,0.15662209188383858,10,0,0.09115500450134277
35,no2,2,kNN,Original Features,,0.5830428418276303,0.07130413826344859,0.14671067277929073,7,0,0.021541786193847657
35,no2,2,kNN,Arithmetic-based Features,,0.575247722261668,0.05270991434930208,0.15390076555024035,7,0,0.060837507247924805
36,arsenic-female-bladder,2,kNN,Original Features,,0.4964998921986935,0.03570710154858951,0.20886614377804036,4,0,0.031314754486083986
36,arsenic-female-bladder,2,kNN,Arithmetic-based Features,,0.501987259420833,0.04345004262489906,0.20041210185191471,4,0,0.056246376037597655
37,thyroid-allhyper,1,kNN,Original Features,,0.3120621942357318,0.037363208670641815,0.11935150797414457,26,0,0.011568450927734375
37,thyroid-allhyper,1,kNN,Arithmetic-based Features,,0.27855185362498447,0.036468613063098815,0.13289301990210511,26,0,0.18271222114562988
38,fri_c1_500_25,2,kNN,Original Features,,0.6328818930409714,0.04207351624938904,0.12004345091843782,25,0,0.008573150634765625
38,fri_c1_500_25,2,kNN,Arithmetic-based Features,,0.574957159669178,0.043675263645334896,0.14344008483085569,25,0,4.981075811386108
39,fri_c0_500_25,2,kNN,Original Features,,0.6556036845847443,0.04700490099810761,0.14652246829882742,25,0,0.018549013137817382
39,fri_c0_500_25,2,kNN,Arithmetic-based Features,,0.5518358237129922,0.02864126413967385,0.16317308464347324,25,0,5.4071369647979735
40,mfeat-morphological,2,kNN,Original Features,,0.883111272596012,0.09101028576883322,0.046642869929714004,6,0,0.015156984329223633
40,mfeat-morphological,2,kNN,Arithmetic-based Features,,0.955471472737423,0.05711463560111031,0.023975834523580986,6,0,0.0787888526916504
41,irish,1,kNN,Original Features,,0.6495173333469759,0.05609044127698988,0.15837062921410028,21,0,0.009572315216064452
41,irish,1,kNN,Arithmetic-based Features,,0.6462697571385311,0.05456207925777785,0.15450540815591107,21,0,0.055054855346679685
42,kdd_el_nino-small,2,kNN,Original Features,,0.5265344562502378,0.11396350594674447,0.4386707678218871,8,0,0.04368019104003906
42,kdd_el_nino-small,2,kNN,Arithmetic-based Features,,0.5542874536217823,0.16232390782502393,0.40165614058537535,8,0,0.0771984577178955
43,fri_c4_1000_25,2,kNN,Original Features,,0.6050611518947269,0.022967482615414564,0.16243607110103775,25,0,0.010372543334960937
43,fri_c4_1000_25,2,kNN,Arithmetic-based Features,,0.5245042567715713,0.04129158949482239,0.17488000126712366,25,0,11.006158113479614
44,eucalyptus,2,kNN,Original Features,,0.5240739284335879,0.12568320484466677,0.2667970593887118,68,0,0.02173895835876465
44,eucalyptus,2,kNN,Arithmetic-based Features,,0.46112849455571947,0.10526430746713836,0.31156874745901086,68,0,0.7835039138793946
45,quake,3,kNN,Original Features,,0.51097717886029,0.008699865647236325,0.17030107523039195,3,0,0.0137603759765625
45,quake,3,kNN,Arithmetic-based Features,,0.5126198931886392,0.019737907289540686,0.17206499110284423,3,0,0.03391132354736328
46,fri_c0_1000_5,2,kNN,Original Features,,0.87285365235163,0.022304708580097025,0.04888320500679022,5,0,0.012163925170898437
46,fri_c0_1000_5,2,kNN,Arithmetic-based Features,,0.8368283997575459,0.015597653220540783,0.050168611789970896,5,0,0.07898788452148438
47,fri_c2_1000_10,2,kNN,Original Features,,0.7845090807202666,0.03818542663876797,0.08470606587612317,10,0,0.028722524642944336
47,fri_c2_1000_10,2,kNN,Arithmetic-based Features,,0.6659462298878646,0.03398423970119449,0.11854581331378589,10,0,0.22479887008666993
48,fri_c2_1000_25,2,kNN,Original Features,,0.7011000265627088,0.020364278158564918,0.10167993843618306,25,0,0.008976507186889648
48,fri_c2_1000_25,2,kNN,Arithmetic-based Features,,0.5760116673130397,0.05856552361916924,0.1500525973260982,25,0,10.68920440673828
49,autoUniv-au1-1000,1,kNN,Original Features,,0.5708391027546869,0.02721106301076093,0.14046989249592345,20,0,0.018152189254760743
49,autoUniv-au1-1000,1,kNN,Arithmetic-based Features,,0.5708391027546869,0.02721106301076093,0.14046989249592345,20,0,0.03470616340637207
50,pm10,2,kNN,Original Features,,0.5548646988519821,0.028385905946692016,0.16906630315729065,7,0,0.012766790390014649
50,pm10,2,kNN,Arithmetic-based Features,,0.5626462883911676,0.048458617716196146,0.15409667347958045,7,0,0.04527754783630371
51,Sick_numeric,2,kNN,Original Features,,0.625615642657608,0.06861882207945355,0.118881140293987,29,0,0.031117010116577148
51,Sick_numeric,2,kNN,Arithmetic-based Features,,0.6086379268935139,0.05619300378192961,0.12378911154282146,29,0,0.7998617172241211
52,volcanoes-e1,1,kNN,Original Features,,0.19043384416145046,0.0005088391320628202,0.009134165245360565,3,0,0.010772132873535156
52,volcanoes-e1,1,kNN,Arithmetic-based Features,,0.19061904019966178,0.0004952548693428802,0.002431017550215936,3,0,0.03330984115600586
53,fri_c3_500_25,2,kNN,Original Features,,0.6673485562439181,0.02202342688820114,0.11989414248553043,25,0,0.025136137008666994
53,fri_c3_500_25,2,kNN,Arithmetic-based Features,,0.5199003609607343,0.06086173019600596,0.17599375524767769,25,0,5.164989280700683
54,fri_c0_500_5,2,kNN,Original Features,,0.8337400185066703,0.016661481216305802,0.07324566616898809,5,0,0.012366056442260742
54,fri_c0_500_5,2,kNN,Arithmetic-based Features,,0.7913929521675689,0.020824554300036168,0.07940453905035816,5,0,0.057248497009277345
55,allrep,1,kNN,Original Features,,0.3308804673528515,0.030671959310854,0.12752001852970407,29,0,0.02114243507385254
55,allrep,1,kNN,Arithmetic-based Features,,0.2791208090079763,0.03130982993354865,0.1001171173326249,29,0,0.6927455425262451
56,CPMP-2015-classification,1,kNN,Original Features,,0.2984939221202306,0.060235852451253825,0.2734526162794704,26,0,0.018352746963500977
56,CPMP-2015-classification,1,kNN,Arithmetic-based Features,,0.38570704037705644,0.1664492744518565,0.25384674553431724,26,0,3.416261386871338
57,volcanoes-a3,1,kNN,Original Features,,0.19917358092519488,0.022981021070089834,0.029740530837313678,3,0,0.05006699562072754
57,volcanoes-a3,1,kNN,Arithmetic-based Features,,0.19880721825463193,0.023183342378023674,0.04881026870147978,3,0,0.044482088088989256
